Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-02-14,151.593,153.327,150.703,152.196,2116700,0.5,0.0
2018-02-15,152.585,154.17,150.008,152.057,2642400,0.0,0.0
2018-02-16,152.149,155.181,150.666,152.307,3451200,0.0,0.0
2018-02-20,151.936,154.754,151.38,152.9,1915800,0.0,0.0
2018-02-21,152.687,156.683,152.548,154.235,1962900,0.0,0.0
2018-02-22,154.263,155.45,150.258,152.223,2533400,0.0,0.0
2018-02-23,152.974,155.2,152.149,154.949,1904900,0.0,0.0
2018-02-26,155.821,157.35,155.023,156.683,1776300,0.0,0.0
2018-02-27,157.072,157.286,154.374,156.451,2023200,0.0,0.0
2018-02-28,156.442,157.564,154.671,155.292,2578000,0.0,0.0
2018-03-01,155.988,156.182,151.361,151.51,2561500,0.0,0.0
2018-03-02,149.989,151.584,145.131,151.176,4147600,0.0,0.0
2018-03-05,149.572,154.569,147.096,153.03,2803600,0.0,0.0
2018-03-06,154.486,155.107,152.057,154.625,1257600,0.0,0.0
2018-03-07,153.086,156.896,152.622,156.136,1551900,0.0,0.0
2018-03-08,160.614,167.363,159.093,166.056,6348200,0.0,0.0
2018-03-09,175.429,178.702,170.97,175.123,9408500,0.0,0.0
2018-03-12,175.42,178.303,174.465,177.812,4959100,0.0,0.0
2018-03-13,175.42,178.303,171.248,171.897,3765900,0.0,0.0
2018-03-14,172.37,173.64,170.284,171.721,2012700,0.0,0.0
2018-03-15,171.517,173.964,171.239,172.639,1543000,0.0,0.0
2018-03-16,173.167,173.482,170.46,171.294,2031200,0.0,0.0
2018-03-19,170.312,170.312,167.169,168.383,1467300,0.0,0.0
2018-03-20,168.383,172.258,167.827,170.766,1737000,0.0,0.0
2018-03-21,169.7,169.7,165.574,165.88,5681200,0.0,0.0
2018-03-22,163.803,166.177,161.374,162.746,3736200,0.0,0.0
2018-03-23,168.995,170.506,161.708,163.061,5924200,0.0,0.0
2018-03-26,164.925,166.232,161.17,164.1,2512500,0.0,0.0
2018-03-27,166.093,169.848,163.729,164.777,2953800,0.0,0.0
2018-03-28,164.044,164.498,160.447,163.21,2262600,0.0,0.0
